127.0.0.1 - - [03/Feb/2017:09:38:58 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [03/Feb/2017:09:39:00 +0530] "GET /HIS_API/ HTTP/1.1" 200 52
127.0.0.1 - - [03/Feb/2017:09:39:14 +0530] "POST /HIS_API/rest/LabDepartments/addLabDepartment/ HTTP/1.1" 200 100
127.0.0.1 - - [03/Feb/2017:09:39:14 +0530] "POST /HIS_API/rest/LabType/addLabType/ HTTP/1.1" 200 94
127.0.0.1 - - [03/Feb/2017:09:39:14 +0530] "POST /HIS_API/rest/LabType/updateLabTypes/ HTTP/1.1" 200 91
127.0.0.1 - - [03/Feb/2017:09:39:14 +0530] "GET /HIS_API/rest/TestNames/getAllTests/ HTTP/1.1" 200 15717
127.0.0.1 - - [03/Feb/2017:09:39:15 +0530] "POST /HIS_API/rest/TestNames/addNewtest/ HTTP/1.1" 200 1700
127.0.0.1 - - [03/Feb/2017:09:39:16 +0530] "POST /HIS_API/rest/MainResults/addMainResults HTTP/1.1" 200 12
127.0.0.1 - - [03/Feb/2017:09:39:16 +0530] "POST /HIS_API/rest/Category/addNewCatDetails HTTP/1.1" 200 11
127.0.0.1 - - [03/Feb/2017:09:39:16 +0530] "GET /HIS_API/rest/Category/getAllCategories HTTP/1.1" 200 214
127.0.0.1 - - [03/Feb/2017:09:39:16 +0530] "GET /HIS_API/rest/SubCategory/getAllSubCategories HTTP/1.1" 200 425
127.0.0.1 - - [03/Feb/2017:09:39:16 +0530] "GET /HIS_API/rest/SpecimenType/getAllSpecimenTypes HTTP/1.1" 200 449
127.0.0.1 - - [03/Feb/2017:09:39:16 +0530] "GET /HIS_API/rest/Category/getAllCategories HTTP/1.1" 200 214
127.0.0.1 - - [03/Feb/2017:09:39:16 +0530] "GET /HIS_API/rest/SubCategory/getAllSubCategories HTTP/1.1" 200 425
127.0.0.1 - - [03/Feb/2017:09:39:16 +0530] "GET /HIS_API/rest/SpecimenRetentionType/getAllSpecimenRetentionTypesByCIDSID/3/3 HTTP/1.1" 200 256
127.0.0.1 - - [03/Feb/2017:09:39:16 +0530] "POST /HIS_API/rest/SubTestFields/addNewSubTestField HTTP/1.1" 200 14
127.0.0.1 - - [03/Feb/2017:09:39:16 +0530] "POST /HIS_API/rest/SubTestFieldsResults/addNewSubTestField HTTP/1.1" 200 215
127.0.0.1 - - [03/Feb/2017:09:39:17 +0530] "POST /HIS_API/rest/LabTestRequest/addLabTestRequest HTTP/1.1" 200 6028
127.0.0.1 - - [03/Feb/2017:09:39:18 +0530] "GET /HIS_API/rest/LabTestRequestFilters/getAllPatients HTTP/1.1" 200 18129
127.0.0.1 - - [03/Feb/2017:09:39:18 +0530] "POST /HIS_API/rest/SampleCenters/addNewsampleCenter HTTP/1.1" 200 1629
127.0.0.1 - - [03/Feb/2017:09:39:18 +0530] "POST /HIS_API/rest/SampleCenterType/addSampleCenterType HTTP/1.1" 200 130
127.0.0.1 - - [03/Feb/2017:09:39:18 +0530] "POST /HIS_API/rest/TestFieldsRange/addNewRange HTTP/1.1" 200 1543
127.0.0.1 - - [03/Feb/2017:09:39:18 +0530] "POST /HIS_API/rest/TestFieldsRange/addNewSubRange HTTP/1.1" 200 11
127.0.0.1 - - [03/Feb/2017:09:39:19 +0530] "GET /HIS_API/rest/TestFieldsRange/getAllRanges HTTP/1.1" 200 7996
127.0.0.1 - - [03/Feb/2017:09:39:19 +0530] "POST /HIS_API/rest/ParentTestFields/addNewParentTestField HTTP/1.1" 200 1390
127.0.0.1 - - [03/Feb/2017:09:39:19 +0530] "POST /HIS_API/rest/Reports/generateNewReport HTTP/1.1" 200 7275
127.0.0.1 - - [03/Feb/2017:09:39:19 +0530] "POST /HIS_API/rest/Laboratories/addNewLaboratory HTTP/1.1" 200 1612
127.0.0.1 - - [03/Feb/2017:09:39:20 +0530] "POST /HIS_API/rest/OPDLabTestRequest/addOPDLabTestRequest HTTP/1.1" 200 9762
127.0.0.1 - - [03/Feb/2017:09:39:20 +0530] "POST /HIS_API/rest/PcuLabTestRequest/addPcuLabTestRequest HTTP/1.1" 200 9192
127.0.0.1 - - [03/Feb/2017:09:39:20 +0530] "GET /HIS_API/rest/LabDepartments/getAllLabDepartments HTTP/1.1" 200 246
127.0.0.1 - - [03/Feb/2017:09:39:20 +0530] "POST /HIS_API/rest/LabDepartments/updateLabDepts/ HTTP/1.1" 200 101
127.0.0.1 - - [03/Feb/2017:09:39:20 +0530] "GET /HIS_API/rest/LabDepartments/getAllLabDepartments HTTP/1.1" 200 244
